PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
2019-12-31,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2020-05-08,GT42,Diversified Equity,Your Prediction
2019-07-12,FF72,VCEP Moderate Growth,Your Prediction
2019-04-11,BZ66,VCEP Conservative Growth Select,Your Prediction
2019-12-10,RP13,VVIF - Conservative Allocation,Your Prediction
2020-01-24,GH86,Institutional Target Retirement 2040,Your Prediction
2019-11-04,SC81,Target Retirement 2030,Your Prediction
2020-04-06,BU54,Target Retirement 2035 Trust,Your Prediction
2020-07-27,GX91,Target Retirement 2060 Trust,Your Prediction
2019-05-23,GH86,Institutional Target Retirement 2040,Your Prediction
2020-04-17,MI13,VCEP Money Market Select,Your Prediction
2019-09-30,ES45,Target Retirement 2060,Your Prediction
2019-10-23,GO52,Institutional Target Retirement 2060,Your Prediction
2020-09-30,GT42,Diversified Equity,Your Prediction
2019-08-12,FO91,VCEP Growth Select,Your Prediction
2019-12-18,OK18,VCEP Short-Term Bond,Your Prediction
2019-07-22,PK73,Target Retirement 2045,Your Prediction
2019-06-17,GH33,Institutional Target Retirement 2030,Your Prediction
2020-10-15,GT42,Diversified Equity,Your Prediction
2019-12-16,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-05-08,RP13,VVIF - Conservative Allocation,Your Prediction
2019-01-31,EZ71,Target Retirement 2015,Your Prediction
2020-05-29,RP13,VVIF - Conservative Allocation,Your Prediction
2019-05-31,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2019-08-16,HB83,VCEP Total US Stock,Your Prediction
2019-11-21,XQ97,VVIF - Global Bond Index Portfolio,Your Prediction
2020-04-15,GR73,Target Retirement 2065 Trust,Your Prediction
2019-12-30,GQ39,Target Retirement 2065,Your Prediction
2019-07-03,LF34,VCEP Income Pool Standard,Your Prediction
2019-11-20,GD89,Institutional Target Retirement 2015,Your Prediction
2020-09-09,MI13,VCEP Money Market Select,Your Prediction
2019-09-11,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2019-12-31,NL73,STAR,Your Prediction
2020-09-24,JI82,Target Retirement 2040 Trust,Your Prediction
2020-02-11,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-08-13,GL58,Institutional Target Retirement 2055,Your Prediction
2019-11-21,MS84,VCEP ESG International Stock Pool Select,Your Prediction
2019-07-26,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-05-21,SC81,Target Retirement 2030,Your Prediction
2019-06-12,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-01-23,LF34,VCEP Income Pool Standard,Your Prediction
2020-04-15,NR67,VCEP Conservative Growth,Your Prediction
2020-03-03,GX91,Target Retirement 2060 Trust,Your Prediction
2019-11-15,UX52,VCEP Total Equity Select,Your Prediction
2019-07-18,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2020-06-05,XQ97,VVIF - Global Bond Index Portfolio,Your Prediction
2019-02-13,ZL62,VCEP Total International Stock Select,Your Prediction
2020-07-15,AR74,Target Retirement 2020,Your Prediction
2020-06-01,BA68,Target Retirement 2025 Trust,Your Prediction
2019-02-19,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-08-28,RA76,Target Retirement 2035,Your Prediction
2020-09-01,GI25,Institutional Target Retirement 2045,Your Prediction
2020-10-09,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-12-04,RV91,Target Retirement Income Trust,Your Prediction
2019-04-05,OK18,VCEP Short-Term Bond,Your Prediction
2019-03-21,ZM95,VCEP Total US Stock Select,Your Prediction
2019-08-19,DT81,Target Retirement 2040,Your Prediction
2019-04-16,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2020-10-14,WJ68,LifeStrategy Moderate Growth,Your Prediction
2020-07-17,GR73,Target Retirement 2065 Trust,Your Prediction
2020-04-02,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2019-05-31,RV91,Target Retirement Income Trust,Your Prediction
2020-01-24,PJ82,Target Retirement 2030 Trust,Your Prediction
2020-06-26,XQ97,VVIF - Global Bond Index Portfolio,Your Prediction
2019-01-17,GF52,Institutional Target Retirement 2020,Your Prediction
2019-05-08,CF14,LifeStrategy Conservative Growth,Your Prediction
2019-03-01,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2020-10-07,OK18,VCEP Short-Term Bond,Your Prediction
2019-11-15,SC81,Target Retirement 2030,Your Prediction
2020-08-17,DR43,LifeStrategy Income,Your Prediction
2019-10-18,RK97,VCEP Growth,Your Prediction
2019-10-04,LB27,Managed Payout,Your Prediction
2019-12-24,TN68,VCEP Total Bond,Your Prediction
2019-02-12,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-10-01,UX52,VCEP Total Equity Select,Your Prediction
2020-06-25,DT81,Target Retirement 2040,Your Prediction
2020-04-01,UH89,VCEP Wellington Pool Select,Your Prediction
2019-04-26,FF72,VCEP Moderate Growth,Your Prediction
2019-03-06,LB27,Managed Payout,Your Prediction
2020-03-30,ZL62,VCEP Total International Stock Select,Your Prediction
2020-05-08,XQ97,VVIF - Global Bond Index Portfolio,Your Prediction
2019-04-05,LF34,VCEP Income Pool Standard,Your Prediction
2019-11-25,GO58,Institutional Target Retirement 2065,Your Prediction
2019-07-23,DT81,Target Retirement 2040,Your Prediction
2019-12-11,JI82,Target Retirement 2040 Trust,Your Prediction
2020-06-19,GR73,Target Retirement 2065 Trust,Your Prediction
2019-10-08,CF48,Target Retirement 2050,Your Prediction
2020-08-06,MK83,VCEP Total Bond Select,Your Prediction
2019-04-10,VX99,VCEP Pacific Stock Select,Your Prediction
2020-06-15,RV91,Target Retirement Income Trust,Your Prediction
2020-04-07,HB83,VCEP Total US Stock,Your Prediction
2019-11-20,GF52,Institutional Target Retirement 2020,Your Prediction
2019-08-08,OR28,VCEP ESG Global Stock Pool Select,Your Prediction
2019-11-13,GT42,Diversified Equity,Your Prediction
2020-06-26,VD43,Target Retirement 2055 Trust,Your Prediction
2019-02-04,DR43,LifeStrategy Income,Your Prediction
2019-07-10,IS98,VVIF - Total Stock Market Index,Your Prediction
2020-01-10,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-07-20,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-02-05,MS84,VCEP ESG International Stock Pool Select,Your Prediction
2020-01-21,GI25,Institutional Target Retirement 2045,Your Prediction
2019-05-30,GR73,Target Retirement 2065 Trust,Your Prediction
2020-06-01,MI13,VCEP Money Market Select,Your Prediction
2020-02-26,ES45,Target Retirement 2060,Your Prediction
2020-10-05,MI13,VCEP Money Market Select,Your Prediction
2020-05-07,DT81,Target Retirement 2040,Your Prediction
2019-03-07,GH72,Institutional Target Retirement 2035,Your Prediction
2020-01-28,GO58,Institutional Target Retirement 2065,Your Prediction
2020-08-03,GD89,Institutional Target Retirement 2015,Your Prediction
2019-08-05,JS33,VCEP Balanced Pool Standard,Your Prediction
2019-06-19,NL73,STAR,Your Prediction
2020-08-21,AY24,VCEP Short-Term Bond Select,Your Prediction
2019-12-18,KC47,VCEP Wellington Pool Standard,Your Prediction
2019-03-13,OK18,VCEP Short-Term Bond,Your Prediction
2020-09-14,LS11,VCEP Total Equity,Your Prediction
2020-07-08,WJ68,LifeStrategy Moderate Growth,Your Prediction
2019-05-28,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-06-25,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-05-24,AY24,VCEP Short-Term Bond Select,Your Prediction
2020-03-25,OW53,VCEP Total International Stock,Your Prediction
2019-07-25,JS33,VCEP Balanced Pool Standard,Your Prediction
2020-02-28,RK97,VCEP Growth,Your Prediction
2019-10-09,ZL62,VCEP Total International Stock Select,Your Prediction
2019-11-19,DT81,Target Retirement 2040,Your Prediction
2020-05-08,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2020-05-22,GD89,Institutional Target Retirement 2015,Your Prediction
2020-07-10,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2020-02-05,MK83,VCEP Total Bond Select,Your Prediction
2020-01-22,GD89,Institutional Target Retirement 2015,Your Prediction
2020-05-26,SC81,Target Retirement 2030,Your Prediction
2020-01-24,FF72,VCEP Moderate Growth,Your Prediction
2019-06-18,AR74,Target Retirement 2020,Your Prediction
2019-03-07,FO91,VCEP Growth Select,Your Prediction
2019-10-18,GH72,Institutional Target Retirement 2035,Your Prediction
2019-09-09,JS33,VCEP Balanced Pool Standard,Your Prediction
2020-07-29,DR43,LifeStrategy Income,Your Prediction
2019-11-07,GO58,Institutional Target Retirement 2065,Your Prediction
2020-04-02,GF79,Institutional Target Retirement 2025,Your Prediction
2020-06-23,IW95,VCEP Pacific Stock,Your Prediction
2020-07-31,NR67,VCEP Conservative Growth,Your Prediction
2019-11-11,PK73,Target Retirement 2045,Your Prediction
2019-02-15,RP13,VVIF - Conservative Allocation,Your Prediction
2020-05-19,WJ68,LifeStrategy Moderate Growth,Your Prediction
2020-06-08,GQ39,Target Retirement 2065,Your Prediction
2020-04-22,SC81,Target Retirement 2030,Your Prediction
2019-11-06,CF48,Target Retirement 2050,Your Prediction
2019-08-20,RA76,Target Retirement 2035,Your Prediction
2020-04-22,OK18,VCEP Short-Term Bond,Your Prediction
2020-04-09,HB83,VCEP Total US Stock,Your Prediction
2019-07-01,RA76,Target Retirement 2035,Your Prediction
2019-04-10,GH72,Institutional Target Retirement 2035,Your Prediction
2020-06-22,GH86,Institutional Target Retirement 2040,Your Prediction
2020-09-16,PK73,Target Retirement 2045,Your Prediction
2020-09-25,ZD97,VCEP Total International Bond Pool Select,Your Prediction
2020-03-27,PJ82,Target Retirement 2030 Trust,Your Prediction
2019-02-15,CX21,VCEP Money Market,Your Prediction
2020-08-13,GO58,Institutional Target Retirement 2065,Your Prediction
2020-01-08,NL73,STAR,Your Prediction
2020-05-22,OW53,VCEP Total International Stock,Your Prediction
2020-09-01,UX52,VCEP Total Equity Select,Your Prediction
2019-11-05,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-02-19,EZ71,Target Retirement 2015,Your Prediction
2020-02-27,GF52,Institutional Target Retirement 2020,Your Prediction
2020-08-05,OW53,VCEP Total International Stock,Your Prediction
2020-09-29,BA68,Target Retirement 2025 Trust,Your Prediction
2019-12-03,EZ71,Target Retirement 2015,Your Prediction
2019-05-01,RV91,Target Retirement Income Trust,Your Prediction
2020-03-30,GP48,Institutional Target Retirement Income,Your Prediction
2020-04-14,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-01-29,GT42,Diversified Equity,Your Prediction
2019-05-30,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2019-09-26,AY24,VCEP Short-Term Bond Select,Your Prediction
2019-07-30,BA68,Target Retirement 2025 Trust,Your Prediction
2019-06-05,RV91,Target Retirement Income Trust,Your Prediction
2020-01-29,FO91,VCEP Growth Select,Your Prediction
2019-11-08,GD89,Institutional Target Retirement 2015,Your Prediction
2019-11-18,MK83,VCEP Total Bond Select,Your Prediction
2019-08-08,RV91,Target Retirement Income Trust,Your Prediction
2020-08-03,OK18,VCEP Short-Term Bond,Your Prediction
2020-06-22,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-08-11,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2020-06-29,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-10-05,EE12,VCEP Balanced Pool Select,Your Prediction
2019-02-27,RK97,VCEP Growth,Your Prediction
2019-05-08,LB27,Managed Payout,Your Prediction
2019-11-05,MK83,VCEP Total Bond Select,Your Prediction
2019-06-24,VD43,Target Retirement 2055 Trust,Your Prediction
2020-03-30,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2019-04-17,TN68,VCEP Total Bond,Your Prediction
2020-06-25,VX99,VCEP Pacific Stock Select,Your Prediction
2019-03-18,ZS87,Target Retirement 2055,Your Prediction
2019-09-04,MK83,VCEP Total Bond Select,Your Prediction
2019-05-29,GI46,Institutional Target Retirement 2050,Your Prediction
2020-08-06,TP59,VCEP Moderate Growth Select,Your Prediction
2020-01-27,KD51,VVIF - Total International Stock Market Index,Your Prediction
2019-03-18,WQ15,LifeStrategy Growth,Your Prediction
2019-01-16,TP59,VCEP Moderate Growth Select,Your Prediction
2020-09-25,CF48,Target Retirement 2050,Your Prediction
2019-10-30,OW53,VCEP Total International Stock,Your Prediction
2019-11-08,WJ68,LifeStrategy Moderate Growth,Your Prediction
2019-12-19,JI82,Target Retirement 2040 Trust,Your Prediction
2020-06-18,GO52,Institutional Target Retirement 2060,Your Prediction
2020-06-19,LF34,VCEP Income Pool Standard,Your Prediction
2019-06-17,GO58,Institutional Target Retirement 2065,Your Prediction
2019-06-19,PK73,Target Retirement 2045,Your Prediction
2019-07-31,RP13,VVIF - Conservative Allocation,Your Prediction
2019-09-05,GQ39,Target Retirement 2065,Your Prediction
2019-05-06,KD51,VVIF - Total International Stock Market Index,Your Prediction
2019-06-24,KC47,VCEP Wellington Pool Standard,Your Prediction
2019-06-19,LS11,VCEP Total Equity,Your Prediction
2019-08-01,ZL62,VCEP Total International Stock Select,Your Prediction
2019-09-19,FO91,VCEP Growth Select,Your Prediction
2020-07-24,RP13,VVIF - Conservative Allocation,Your Prediction
2020-03-26,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2019-09-27,UH89,VCEP Wellington Pool Select,Your Prediction
2019-11-05,VG84,Target Retirement 2025,Your Prediction
2019-02-11,CF14,LifeStrategy Conservative Growth,Your Prediction
2019-10-15,GI25,Institutional Target Retirement 2045,Your Prediction
2019-03-06,BU54,Target Retirement 2035 Trust,Your Prediction
2019-02-01,ZS87,Target Retirement 2055,Your Prediction
2019-11-01,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2020-09-16,HB83,VCEP Total US Stock,Your Prediction
2020-02-21,ZD97,VCEP Total International Bond Pool Select,Your Prediction
2020-08-03,NR67,VCEP Conservative Growth,Your Prediction
2019-11-05,BX99,VCEP European Stock Select,Your Prediction
2020-03-31,GP48,Institutional Target Retirement Income,Your Prediction
2020-08-25,EE12,VCEP Balanced Pool Select,Your Prediction
2019-07-22,MI13,VCEP Money Market Select,Your Prediction
2020-04-15,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-11-19,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-06-12,WQ15,LifeStrategy Growth,Your Prediction
2020-08-10,LB27,Managed Payout,Your Prediction
2020-08-11,WQ15,LifeStrategy Growth,Your Prediction
2020-07-06,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2020-01-13,FO91,VCEP Growth Select,Your Prediction
2019-05-22,OK18,VCEP Short-Term Bond,Your Prediction
2020-03-25,GO52,Institutional Target Retirement 2060,Your Prediction
2019-01-30,PK73,Target Retirement 2045,Your Prediction
2019-02-25,TP59,VCEP Moderate Growth Select,Your Prediction
2020-02-04,GV13,Target Retirement 2020 Trust,Your Prediction
2020-02-21,ZL62,VCEP Total International Stock Select,Your Prediction
2019-05-21,GH86,Institutional Target Retirement 2040,Your Prediction
2019-11-01,JI82,Target Retirement 2040 Trust,Your Prediction
2019-04-17,CF48,Target Retirement 2050,Your Prediction
2019-05-13,UX52,VCEP Total Equity Select,Your Prediction
2020-01-14,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2020-07-29,GH72,Institutional Target Retirement 2035,Your Prediction
2019-02-21,CF48,Target Retirement 2050,Your Prediction
2019-07-23,MI13,VCEP Money Market Select,Your Prediction
2019-09-25,GO52,Institutional Target Retirement 2060,Your Prediction
2019-09-30,PK73,Target Retirement 2045,Your Prediction
2020-09-08,GF79,Institutional Target Retirement 2025,Your Prediction
2019-05-24,DT81,Target Retirement 2040,Your Prediction
2019-08-15,CF48,Target Retirement 2050,Your Prediction
2020-10-15,CX21,VCEP Money Market,Your Prediction
2020-04-23,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2019-06-26,GH72,Institutional Target Retirement 2035,Your Prediction
2019-06-19,AR74,Target Retirement 2020,Your Prediction
2019-08-30,GR73,Target Retirement 2065 Trust,Your Prediction
2019-03-06,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-07-07,PJ82,Target Retirement 2030 Trust,Your Prediction
2019-04-30,WJ68,LifeStrategy Moderate Growth,Your Prediction
2020-02-14,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2019-03-06,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-04-29,GQ39,Target Retirement 2065,Your Prediction
2020-01-29,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2019-05-02,UX52,VCEP Total Equity Select,Your Prediction
2019-10-14,BA68,Target Retirement 2025 Trust,Your Prediction
2020-01-03,FO91,VCEP Growth Select,Your Prediction
2019-09-05,RK97,VCEP Growth,Your Prediction
2020-04-07,ZS87,Target Retirement 2055,Your Prediction
2019-07-18,ZS87,Target Retirement 2055,Your Prediction
2019-08-21,LS11,VCEP Total Equity,Your Prediction
2020-07-09,VD43,Target Retirement 2055 Trust,Your Prediction
2019-03-22,MI13,VCEP Money Market Select,Your Prediction
2019-04-15,PK73,Target Retirement 2045,Your Prediction
2020-03-23,VG84,Target Retirement 2025,Your Prediction
2019-07-02,CF48,Target Retirement 2050,Your Prediction
2019-02-13,VG84,Target Retirement 2025,Your Prediction
2020-09-15,GH33,Institutional Target Retirement 2030,Your Prediction
2019-10-09,DR43,LifeStrategy Income,Your Prediction
2019-12-27,BA68,Target Retirement 2025 Trust,Your Prediction
2019-09-23,DR43,LifeStrategy Income,Your Prediction
2019-08-06,GD89,Institutional Target Retirement 2015,Your Prediction
2020-05-05,SC81,Target Retirement 2030,Your Prediction
2020-05-14,TP59,VCEP Moderate Growth Select,Your Prediction
2019-11-11,NL73,STAR,Your Prediction
2020-08-06,OW53,VCEP Total International Stock,Your Prediction
2020-07-06,IQ22,VCEP European Stock,Your Prediction
2019-10-11,PJ33,Target Retirement 2015 Trust,Your Prediction
2020-04-27,LF34,VCEP Income Pool Standard,Your Prediction
2020-06-23,OM24,Target Retirement Income,Your Prediction
2019-02-27,GD89,Institutional Target Retirement 2015,Your Prediction
2019-04-25,OK18,VCEP Short-Term Bond,Your Prediction
2019-08-30,ZS87,Target Retirement 2055,Your Prediction
2019-10-01,GX91,Target Retirement 2060 Trust,Your Prediction
2019-07-02,GP48,Institutional Target Retirement Income,Your Prediction
2019-04-08,UH89,VCEP Wellington Pool Select,Your Prediction
2020-02-14,GP48,Institutional Target Retirement Income,Your Prediction
2020-09-28,GI25,Institutional Target Retirement 2045,Your Prediction
