,PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
5581,2019-11-08,HB83,VCEP Total US Stock,0
5582,2019-12-18,RA76,Target Retirement 2035,0
5583,2020-01-21,GH86,Institutional Target Retirement 2040,0
5584,2020-07-16,OM24,Target Retirement Income,0
5585,2019-11-15,RA76,Target Retirement 2035,0
5586,2020-05-04,MK83,VCEP Total Bond Select,0
5587,2020-07-13,CE55,VCEP Emerging Markets Stock Select,0
5588,2019-06-24,DT81,Target Retirement 2040,0
5589,2020-03-19,GH86,Institutional Target Retirement 2040,0
5590,2019-05-30,TN68,VCEP Total Bond,0
5591,2019-12-18,CE55,VCEP Emerging Markets Stock Select,0
5592,2019-10-07,PK73,Target Retirement 2045,0
5593,2019-01-25,MK83,VCEP Total Bond Select,0
5594,2019-03-06,ZS87,Target Retirement 2055,0
5595,2019-03-05,GX91,Target Retirement 2060 Trust,0
5596,2019-09-03,IS98,VVIF - Total Stock Market Index,0
5597,2019-06-04,ZS87,Target Retirement 2055,0
5598,2020-03-12,OW53,VCEP Total International Stock,0
5599,2020-07-14,PJ82,Target Retirement 2030 Trust,0
5600,2019-05-07,PJ33,Target Retirement 2015 Trust,0
5601,2020-01-29,LS11,VCEP Total Equity,0
5602,2019-06-04,BZ66,VCEP Conservative Growth Select,0
5603,2019-12-19,GH72,Institutional Target Retirement 2035,0
5604,2019-07-11,AR74,Target Retirement 2020,0
5605,2020-01-14,ZS87,Target Retirement 2055,0
5606,2019-10-08,PJ33,Target Retirement 2015 Trust,0
5607,2020-06-04,GO52,Institutional Target Retirement 2060,0
5608,2020-08-19,GF52,Institutional Target Retirement 2020,0
5609,2020-01-28,GP68,VCEP Emerging Markets Stock,0
5610,2019-02-25,OM24,Target Retirement Income,0
5611,2020-02-26,KC47,VCEP Wellington Pool Standard,0
5612,2020-02-20,EZ71,Target Retirement 2015,0
5613,2020-01-24,BZ66,VCEP Conservative Growth Select,0
5614,2020-08-28,VD43,Target Retirement 2055 Trust,0
5615,2019-09-10,KD51,VVIF - Total International Stock Market Index,0
5616,2019-03-25,GH72,Institutional Target Retirement 2035,0
5617,2019-06-28,IS98,VVIF - Total Stock Market Index,0
5618,2020-06-26,AR74,Target Retirement 2020,0
5619,2019-07-31,PK73,Target Retirement 2045,0
5620,2019-10-25,PK73,Target Retirement 2045,0
5621,2019-12-18,KN63,VCEP ESG U.S. Stock Pool,0
5622,2019-09-27,EZ71,Target Retirement 2015,0
5623,2020-04-21,JI82,Target Retirement 2040 Trust,0
5624,2020-06-30,GL58,Institutional Target Retirement 2055,0
5625,2020-02-07,BA68,Target Retirement 2025 Trust,0
5626,2020-04-30,AZ74,VCEP Total International Bond Pool Standard,0
5627,2019-01-29,JS33,VCEP Balanced Pool Standard,0
5628,2019-03-14,EZ71,Target Retirement 2015,0
5629,2019-06-21,AZ74,VCEP Total International Bond Pool Standard,0
5630,2019-09-05,BA68,Target Retirement 2025 Trust,0
5631,2020-10-08,BJ34,Target Retirement 2045 Trust,0
5632,2020-04-13,GV13,Target Retirement 2020 Trust,0
5633,2019-01-23,RP13,VVIF - Conservative Allocation,0
5634,2019-07-09,FF72,VCEP Moderate Growth,0
5635,2020-04-07,IS98,VVIF - Total Stock Market Index,0
5636,2020-04-22,VD43,Target Retirement 2055 Trust,0
5637,2020-02-19,KN63,VCEP ESG U.S. Stock Pool,0
5638,2020-02-21,GI46,Institutional Target Retirement 2050,0
5639,2019-12-18,GO52,Institutional Target Retirement 2060,0
5640,2019-09-26,RK97,VCEP Growth,0
5641,2020-05-28,ZL62,VCEP Total International Stock Select,0
5642,2020-04-29,BA68,Target Retirement 2025 Trust,0
5643,2019-11-13,LF34,VCEP Income Pool Standard,0
5644,2019-03-13,GR73,Target Retirement 2065 Trust,0
5645,2019-09-04,ZL62,VCEP Total International Stock Select,0
5646,2020-03-24,GX91,Target Retirement 2060 Trust,0
5647,2020-03-20,IQ22,VCEP European Stock,0
5648,2019-06-10,FO91,VCEP Growth Select,0
5649,2019-08-15,ZZ55,Target Retirement 2050 Trust,0
5650,2019-09-16,CF48,Target Retirement 2050,0
5651,2020-08-21,WQ15,LifeStrategy Growth,0
5652,2020-05-14,JI82,Target Retirement 2040 Trust,0
5653,2019-03-22,MS84,VCEP ESG International Stock Pool Select,0
5654,2019-03-07,GX91,Target Retirement 2060 Trust,0
5655,2020-01-10,KN63,VCEP ESG U.S. Stock Pool,0
5656,2020-08-07,RK97,VCEP Growth,0
5657,2019-04-12,LF34,VCEP Income Pool Standard,0
5658,2019-06-11,DT81,Target Retirement 2040,0
5659,2020-04-23,JI82,Target Retirement 2040 Trust,0
5660,2019-08-26,WJ68,LifeStrategy Moderate Growth,0
5661,2020-08-28,MI13,VCEP Money Market Select,0
5662,2019-05-15,KC47,VCEP Wellington Pool Standard,0
5663,2019-06-14,EZ71,Target Retirement 2015,0
5664,2020-03-04,MI13,VCEP Money Market Select,0
5665,2019-04-25,ZS87,Target Retirement 2055,0
5666,2019-11-26,KD51,VVIF - Total International Stock Market Index,0
5667,2019-10-23,CF48,Target Retirement 2050,0
5668,2020-10-13,GI46,Institutional Target Retirement 2050,0
5669,2019-06-24,KD51,VVIF - Total International Stock Market Index,0
5670,2019-04-29,GT42,Diversified Equity,0
5671,2019-01-16,TN68,VCEP Total Bond,0
5672,2020-02-21,OK18,VCEP Short-Term Bond,0
5673,2020-01-09,GQ39,Target Retirement 2065,0
5674,2019-02-21,FF72,VCEP Moderate Growth,0
5675,2020-06-04,GH72,Institutional Target Retirement 2035,0
5676,2019-11-20,EZ71,Target Retirement 2015,0
5677,2019-08-15,GV13,Target Retirement 2020 Trust,0
5678,2020-06-11,VG84,Target Retirement 2025,0
5679,2019-03-06,OM24,Target Retirement Income,0
5680,2020-06-10,PK73,Target Retirement 2045,0
5681,2019-05-20,GH86,Institutional Target Retirement 2040,0
5682,2020-06-19,BX99,VCEP European Stock Select,0
5683,2020-10-13,NR67,VCEP Conservative Growth,0
5684,2020-01-03,BZ66,VCEP Conservative Growth Select,0
5685,2019-09-17,IQ22,VCEP European Stock,0
5686,2019-04-25,OM24,Target Retirement Income,0
5687,2019-01-28,OW53,VCEP Total International Stock,0
5688,2020-02-26,GV13,Target Retirement 2020 Trust,0
5689,2019-09-12,WO29,VCEP ESG Global Stock Pool Standard,0
5690,2020-01-06,GF52,Institutional Target Retirement 2020,0
5691,2020-03-04,GP48,Institutional Target Retirement Income,0
5692,2019-11-21,KD51,VVIF - Total International Stock Market Index,0
5693,2020-08-14,ZD97,VCEP Total International Bond Pool Select,0
5694,2019-05-28,GP48,Institutional Target Retirement Income,0
5695,2019-03-27,ZL62,VCEP Total International Stock Select,0
5696,2019-08-20,MS84,VCEP ESG International Stock Pool Select,0
5697,2019-04-15,RK97,VCEP Growth,0
5698,2020-03-12,CF14,LifeStrategy Conservative Growth,0
5699,2019-12-19,ZD97,VCEP Total International Bond Pool Select,0
5700,2019-08-16,XC71,VVIF - Moderate Allocation Portfolio,0
5701,2020-07-29,XQ97,VVIF - Global Bond Index Portfolio,0
5702,2020-07-24,ZL62,VCEP Total International Stock Select,0
5703,2019-07-12,PK73,Target Retirement 2045,0
5704,2019-02-22,TP59,VCEP Moderate Growth Select,0
5705,2020-04-30,ZM95,VCEP Total US Stock Select,0
5706,2020-07-28,WO29,VCEP ESG Global Stock Pool Standard,0
5707,2019-04-22,GH33,Institutional Target Retirement 2030,0
5708,2020-10-05,IQ22,VCEP European Stock,0
5709,2020-02-26,LF34,VCEP Income Pool Standard,0
5710,2020-08-21,GO52,Institutional Target Retirement 2060,0
5711,2019-09-20,BZ66,VCEP Conservative Growth Select,0
5712,2020-05-11,GT42,Diversified Equity,0
5713,2020-04-29,VD43,Target Retirement 2055 Trust,0
5714,2020-02-07,ID15,VCEP Income Pool Select,0
5715,2019-08-28,RK97,VCEP Growth,0
5716,2020-01-23,GI25,Institutional Target Retirement 2045,0
5717,2020-09-01,CF48,Target Retirement 2050,0
5718,2020-05-29,MK83,VCEP Total Bond Select,0
5719,2020-09-28,BX99,VCEP European Stock Select,0
5720,2020-10-06,GX91,Target Retirement 2060 Trust,0
5721,2020-09-02,UH89,VCEP Wellington Pool Select,0
5722,2019-03-20,GV13,Target Retirement 2020 Trust,0
5723,2019-05-03,GH72,Institutional Target Retirement 2035,0
5724,2020-05-21,DR43,LifeStrategy Income,0
5725,2019-12-10,GD89,Institutional Target Retirement 2015,0
5726,2020-09-29,WO29,VCEP ESG Global Stock Pool Standard,0
5727,2020-05-04,RP13,VVIF - Conservative Allocation,0
5728,2019-01-25,JS33,VCEP Balanced Pool Standard,0
5729,2020-09-15,GX91,Target Retirement 2060 Trust,0
5730,2020-02-26,RP13,VVIF - Conservative Allocation,0
5731,2019-02-12,FO91,VCEP Growth Select,0
5732,2019-10-03,GL58,Institutional Target Retirement 2055,0
5733,2020-04-06,PJ82,Target Retirement 2030 Trust,0
5734,2019-11-07,HB83,VCEP Total US Stock,0
5735,2019-02-28,DR43,LifeStrategy Income,0
5736,2019-08-08,OK18,VCEP Short-Term Bond,0
5737,2020-08-17,AR74,Target Retirement 2020,0
5738,2019-06-24,RV91,Target Retirement Income Trust,0
5739,2020-01-27,SC81,Target Retirement 2030,0
5740,2020-06-05,IW95,VCEP Pacific Stock,0
5741,2020-10-15,MS87,VCEP ESG U.S. Stock Pool Select,0
5742,2020-01-28,IW95,VCEP Pacific Stock,0
5743,2019-08-01,GP48,Institutional Target Retirement Income,0
5744,2020-04-02,GF52,Institutional Target Retirement 2020,0
5745,2019-03-27,RK97,VCEP Growth,0
5746,2019-11-18,GH86,Institutional Target Retirement 2040,0
5747,2019-06-05,GO52,Institutional Target Retirement 2060,0
5748,2019-08-07,IS98,VVIF - Total Stock Market Index,0
5749,2020-07-20,OM24,Target Retirement Income,0
5750,2019-10-29,NR67,VCEP Conservative Growth,0
5751,2019-05-20,GI46,Institutional Target Retirement 2050,0
5752,2019-12-10,RA76,Target Retirement 2035,0
5753,2020-06-18,CF14,LifeStrategy Conservative Growth,0
5754,2019-12-09,GV13,Target Retirement 2020 Trust,0
5755,2020-03-25,KD51,VVIF - Total International Stock Market Index,0
5756,2020-02-06,MS87,VCEP ESG U.S. Stock Pool Select,0
5757,2020-06-26,DT81,Target Retirement 2040,0
5758,2020-04-16,KC47,VCEP Wellington Pool Standard,0
5759,2020-08-26,GL58,Institutional Target Retirement 2055,0
5760,2019-04-25,LS11,VCEP Total Equity,0
5761,2019-07-30,RK97,VCEP Growth,0
5762,2020-06-16,XC71,VVIF - Moderate Allocation Portfolio,0
5763,2019-10-03,CX21,VCEP Money Market,0
5764,2020-04-03,LF34,VCEP Income Pool Standard,0
5765,2019-03-04,CE55,VCEP Emerging Markets Stock Select,0
5766,2020-04-28,TP59,VCEP Moderate Growth Select,0
5767,2020-04-13,ES45,Target Retirement 2060,0
5768,2020-03-17,DR43,LifeStrategy Income,0
5769,2019-09-10,IQ22,VCEP European Stock,0
5770,2019-03-27,IQ22,VCEP European Stock,0
5771,2020-06-09,IS98,VVIF - Total Stock Market Index,0
5772,2020-03-12,KC47,VCEP Wellington Pool Standard,0
5773,2020-10-08,CF14,LifeStrategy Conservative Growth,0
5774,2019-02-19,GT42,Diversified Equity,0
5775,2019-06-13,GI46,Institutional Target Retirement 2050,0
5776,2020-09-16,FF72,VCEP Moderate Growth,0
5777,2019-05-21,GF79,Institutional Target Retirement 2025,0
5778,2020-09-02,GF52,Institutional Target Retirement 2020,0
5779,2019-07-18,EZ71,Target Retirement 2015,0
5780,2019-04-05,AR74,Target Retirement 2020,0
5781,2019-09-20,ZZ55,Target Retirement 2050 Trust,0
5782,2019-02-15,GH33,Institutional Target Retirement 2030,0
5783,2019-08-20,GI25,Institutional Target Retirement 2045,0
5784,2019-07-18,CX21,VCEP Money Market,0
5785,2020-02-03,HB83,VCEP Total US Stock,0
5786,2020-06-10,FF72,VCEP Moderate Growth,0
5787,2019-02-13,IQ22,VCEP European Stock,0
5788,2020-09-21,KD51,VVIF - Total International Stock Market Index,0
5789,2019-02-01,EZ71,Target Retirement 2015,0
5790,2019-03-04,GO58,Institutional Target Retirement 2065,0
5791,2020-06-03,GT42,Diversified Equity,0
5792,2019-04-22,LB27,Managed Payout,0
5793,2019-09-27,VG84,Target Retirement 2025,0
5794,2019-02-26,GR73,Target Retirement 2065 Trust,0
5795,2019-01-22,NL73,STAR,0
5796,2019-12-05,UX52,VCEP Total Equity Select,0
5797,2020-06-19,CE55,VCEP Emerging Markets Stock Select,0
5798,2019-11-25,GL58,Institutional Target Retirement 2055,0
5799,2020-08-13,TP59,VCEP Moderate Growth Select,0
5800,2019-03-04,GL58,Institutional Target Retirement 2055,0
5801,2019-10-11,WJ68,LifeStrategy Moderate Growth,0
5802,2019-04-29,LF34,VCEP Income Pool Standard,0
5803,2019-12-30,GR73,Target Retirement 2065 Trust,0
5804,2019-08-06,ZZ55,Target Retirement 2050 Trust,0
5805,2020-03-23,RV91,Target Retirement Income Trust,0
5806,2019-02-14,GT42,Diversified Equity,0
5807,2020-01-21,PK73,Target Retirement 2045,0
5808,2019-04-16,GV13,Target Retirement 2020 Trust,0
5809,2020-07-23,KD51,VVIF - Total International Stock Market Index,0
5810,2019-04-04,KD51,VVIF - Total International Stock Market Index,0
5811,2019-06-14,UX52,VCEP Total Equity Select,0
5812,2019-04-12,WJ68,LifeStrategy Moderate Growth,0
5813,2020-03-18,EZ71,Target Retirement 2015,0
5814,2019-09-05,LF34,VCEP Income Pool Standard,0
5815,2019-08-02,GO58,Institutional Target Retirement 2065,0
5816,2019-10-01,GL58,Institutional Target Retirement 2055,0
5817,2019-05-28,VX99,VCEP Pacific Stock Select,0
5818,2020-01-31,GH72,Institutional Target Retirement 2035,0
5819,2019-07-03,MS84,VCEP ESG International Stock Pool Select,0
5820,2020-07-16,GP48,Institutional Target Retirement Income,0
5821,2019-07-18,MI13,VCEP Money Market Select,0
5822,2019-11-05,PJ33,Target Retirement 2015 Trust,0
5823,2019-06-18,EZ71,Target Retirement 2015,0
5824,2019-03-18,RA76,Target Retirement 2035,0
5825,2020-01-22,WJ68,LifeStrategy Moderate Growth,0
5826,2019-05-06,ZM95,VCEP Total US Stock Select,0
5827,2019-05-22,BA68,Target Retirement 2025 Trust,0
5828,2020-09-01,GH33,Institutional Target Retirement 2030,0
5829,2020-10-09,GH86,Institutional Target Retirement 2040,0
5830,2020-03-25,RV91,Target Retirement Income Trust,0
5831,2020-04-07,FF72,VCEP Moderate Growth,0
5832,2019-07-02,GV13,Target Retirement 2020 Trust,0
5833,2019-10-01,IS98,VVIF - Total Stock Market Index,0
5834,2020-01-22,ES45,Target Retirement 2060,0
5835,2020-03-02,BA68,Target Retirement 2025 Trust,0
5836,2020-10-06,RK97,VCEP Growth,0
5837,2019-05-21,JI82,Target Retirement 2040 Trust,0
5838,2019-07-08,AY24,VCEP Short-Term Bond Select,0
5839,2019-06-19,OM24,Target Retirement Income,0
5840,2019-05-17,MI13,VCEP Money Market Select,0
5841,2019-04-18,PJ33,Target Retirement 2015 Trust,0
5842,2019-07-16,ES45,Target Retirement 2060,0
5843,2020-06-05,DT81,Target Retirement 2040,0
5844,2019-12-19,GO58,Institutional Target Retirement 2065,0
5845,2019-04-22,BZ66,VCEP Conservative Growth Select,0
5846,2020-08-21,RK97,VCEP Growth,0
5847,2019-08-26,JI82,Target Retirement 2040 Trust,0
5848,2019-09-23,IS98,VVIF - Total Stock Market Index,0
5849,2019-06-10,UX52,VCEP Total Equity Select,0
5850,2019-12-06,IW95,VCEP Pacific Stock,0
5851,2019-07-03,NQ34,VCEP ESG International Stock Pool Standard,0
5852,2019-07-29,KC47,VCEP Wellington Pool Standard,0
5853,2019-08-26,GF79,Institutional Target Retirement 2025,0
5854,2019-05-22,ZS87,Target Retirement 2055,0
5855,2020-09-25,AR74,Target Retirement 2020,0
5856,2019-12-18,WO29,VCEP ESG Global Stock Pool Standard,0
5857,2019-12-26,WJ68,LifeStrategy Moderate Growth,0
5858,2020-02-12,GH33,Institutional Target Retirement 2030,0
5859,2019-08-06,GO52,Institutional Target Retirement 2060,0
5860,2019-09-25,GQ39,Target Retirement 2065,0
5861,2020-07-29,RA76,Target Retirement 2035,0
5862,2019-11-19,AY24,VCEP Short-Term Bond Select,0
5863,2020-04-28,TN68,VCEP Total Bond,0
5864,2019-12-24,RV91,Target Retirement Income Trust,0
5865,2019-08-20,CF48,Target Retirement 2050,0
5866,2019-01-29,GQ39,Target Retirement 2065,0
5867,2020-08-11,OK18,VCEP Short-Term Bond,0
5868,2019-10-15,VD43,Target Retirement 2055 Trust,0
5869,2020-05-15,GL58,Institutional Target Retirement 2055,0
5870,2020-03-10,BJ34,Target Retirement 2045 Trust,0
5871,2020-02-13,UX52,VCEP Total Equity Select,0
5872,2019-02-27,WO29,VCEP ESG Global Stock Pool Standard,0
5873,2019-12-24,LF34,VCEP Income Pool Standard,0
5874,2020-03-26,GH33,Institutional Target Retirement 2030,0
5875,2019-07-05,GH72,Institutional Target Retirement 2035,0
5876,2019-03-26,KN63,VCEP ESG U.S. Stock Pool,0
5877,2019-12-19,TN68,VCEP Total Bond,0
5878,2020-05-05,DR43,LifeStrategy Income,0
5879,2019-12-11,WQ15,LifeStrategy Growth,0
5880,2019-01-31,BZ66,VCEP Conservative Growth Select,0
5881,2020-08-31,AY24,VCEP Short-Term Bond Select,0
5882,2019-07-31,CF48,Target Retirement 2050,0
5883,2019-02-13,AR74,Target Retirement 2020,0
5884,2019-11-05,TP59,VCEP Moderate Growth Select,0
5885,2020-04-30,GI46,Institutional Target Retirement 2050,0
5886,2020-02-26,CX21,VCEP Money Market,0
5887,2020-07-30,XC71,VVIF - Moderate Allocation Portfolio,0
5888,2020-08-10,GO58,Institutional Target Retirement 2065,0
5889,2020-02-20,ZM95,VCEP Total US Stock Select,0
5890,2020-04-15,BX99,VCEP European Stock Select,0
5891,2019-02-14,PJ33,Target Retirement 2015 Trust,0
5892,2020-09-21,GQ39,Target Retirement 2065,0
5893,2019-10-02,VG84,Target Retirement 2025,0
5894,2019-04-15,IS98,VVIF - Total Stock Market Index,0
5895,2020-02-06,CF14,LifeStrategy Conservative Growth,0
5896,2020-07-27,WJ68,LifeStrategy Moderate Growth,0
5897,2019-03-04,GP48,Institutional Target Retirement Income,0
5898,2019-06-10,AZ74,VCEP Total International Bond Pool Standard,0
5899,2019-02-19,PJ82,Target Retirement 2030 Trust,0
5900,2019-02-14,LB27,Managed Payout,0
5901,2019-06-14,KC47,VCEP Wellington Pool Standard,0
5902,2019-08-13,GI46,Institutional Target Retirement 2050,0
5903,2020-09-25,IW95,VCEP Pacific Stock,0
5904,2019-08-30,WQ15,LifeStrategy Growth,0
5905,2019-05-20,EZ71,Target Retirement 2015,0
5906,2019-05-22,BX99,VCEP European Stock Select,0
5907,2019-12-06,WO29,VCEP ESG Global Stock Pool Standard,0
5908,2019-05-30,GH72,Institutional Target Retirement 2035,0
5909,2019-07-05,JI82,Target Retirement 2040 Trust,0
5910,2019-07-23,IS98,VVIF - Total Stock Market Index,0
5911,2019-09-16,MS87,VCEP ESG U.S. Stock Pool Select,0
5912,2019-03-19,RP13,VVIF - Conservative Allocation,0
5913,2020-06-17,ZS87,Target Retirement 2055,0
5914,2019-11-29,PJ33,Target Retirement 2015 Trust,0
5915,2019-09-03,PJ82,Target Retirement 2030 Trust,0
5916,2019-04-16,WQ15,LifeStrategy Growth,0
5917,2019-09-23,IQ22,VCEP European Stock,0
5918,2019-12-05,IS98,VVIF - Total Stock Market Index,0
5919,2020-03-23,WQ15,LifeStrategy Growth,0
5920,2019-03-08,DR43,LifeStrategy Income,0
5921,2019-07-10,CF48,Target Retirement 2050,0
5922,2019-03-25,LS11,VCEP Total Equity,0
5923,2019-03-14,NL73,STAR,0
5924,2020-03-20,GL58,Institutional Target Retirement 2055,0
5925,2020-01-28,WJ68,LifeStrategy Moderate Growth,0
5926,2020-02-27,ZD97,VCEP Total International Bond Pool Select,0
5927,2019-05-06,DT81,Target Retirement 2040,0
5928,2020-10-08,RK97,VCEP Growth,0
5929,2019-03-11,GH33,Institutional Target Retirement 2030,0
5930,2020-10-07,GO58,Institutional Target Retirement 2065,0
5931,2020-05-14,GV13,Target Retirement 2020 Trust,0
5932,2020-01-14,GX91,Target Retirement 2060 Trust,0
5933,2020-05-05,GP48,Institutional Target Retirement Income,0
5934,2019-10-11,FO91,VCEP Growth Select,0
5935,2020-03-27,ZM95,VCEP Total US Stock Select,0
5936,2020-04-24,KN63,VCEP ESG U.S. Stock Pool,0
5937,2020-03-05,BJ34,Target Retirement 2045 Trust,0
5938,2019-08-21,VX99,VCEP Pacific Stock Select,0
5939,2019-10-16,OW53,VCEP Total International Stock,0
5940,2019-07-23,GH33,Institutional Target Retirement 2030,0
5941,2019-08-13,GD89,Institutional Target Retirement 2015,0
5942,2019-02-21,CE55,VCEP Emerging Markets Stock Select,0
5943,2020-02-11,GV13,Target Retirement 2020 Trust,0
5944,2019-11-15,BU54,Target Retirement 2035 Trust,0
5945,2020-07-15,GQ39,Target Retirement 2065,0
5946,2019-02-04,GX91,Target Retirement 2060 Trust,0
5947,2020-01-06,KN63,VCEP ESG U.S. Stock Pool,0
5948,2019-02-15,DT81,Target Retirement 2040,0
5949,2020-01-27,AR74,Target Retirement 2020,0
5950,2019-03-26,GH86,Institutional Target Retirement 2040,0
5951,2019-03-25,RK97,VCEP Growth,0
5952,2020-02-28,GO52,Institutional Target Retirement 2060,0
5953,2020-09-24,VD43,Target Retirement 2055 Trust,0
5954,2019-09-30,JS33,VCEP Balanced Pool Standard,0
5955,2019-05-07,CF48,Target Retirement 2050,0
5956,2020-09-14,AY24,VCEP Short-Term Bond Select,0
5957,2019-03-27,KN63,VCEP ESG U.S. Stock Pool,0
5958,2019-02-15,BZ66,VCEP Conservative Growth Select,0
5959,2019-10-02,GV13,Target Retirement 2020 Trust,0
5960,2019-02-26,IQ22,VCEP European Stock,0
5961,2019-02-21,KC47,VCEP Wellington Pool Standard,0
5962,2019-05-07,OW53,VCEP Total International Stock,0
5963,2019-12-03,ID15,VCEP Income Pool Select,0
5964,2019-09-25,VG84,Target Retirement 2025,0
5965,2019-09-16,GH33,Institutional Target Retirement 2030,0
5966,2020-08-05,LB27,Managed Payout,0
5967,2020-03-17,RP13,VVIF - Conservative Allocation,0
5968,2019-12-11,VG84,Target Retirement 2025,0
5969,2020-03-05,GO58,Institutional Target Retirement 2065,0
5970,2019-06-05,BZ66,VCEP Conservative Growth Select,0
5971,2019-06-25,DR43,LifeStrategy Income,0
5972,2020-01-22,GI25,Institutional Target Retirement 2045,0
5973,2019-11-12,RA76,Target Retirement 2035,0
5974,2019-04-03,MS84,VCEP ESG International Stock Pool Select,0
5975,2020-02-13,GP68,VCEP Emerging Markets Stock,0
5976,2019-04-01,SC81,Target Retirement 2030,0
5977,2020-03-30,RP13,VVIF - Conservative Allocation,0
5978,2019-12-03,CX21,VCEP Money Market,0
5979,2019-02-05,GP48,Institutional Target Retirement Income,0
5980,2019-02-26,CX21,VCEP Money Market,0
5981,2019-09-17,JS33,VCEP Balanced Pool Standard,0
